"Response ID","Survey ID","Survey Title","Response Type","Respondent Email","Submitted Date","Submitted Time","Response Data","Call SID","Metadata"
"d9dAkbeQ4sko6IJmYo9EP","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/25/2025","10:35:49 PM","Question 1: I think it's pretty good. You helped me a lot over the years","","{""callId"":""fb0eb533-3754-4066-892c-fceb55d80c15"",""originalAnswerCount"":1,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Is Bob calling to conduct a brief survey about Bob. This this should only take a few minutes of your time. Um, are you available to answer a few questions?\nUser: Yes.\nAssistant: Great. To start, what is your overall opinion of Bob?\nUser: I think it's pretty good. You helped me a lot over the years.\nUser: And"",""provider"":""vapi"",""validatedAnswerCount"":1,""hasStructuredAnswers"":true,""timestamp"":""2025-06-26T02:35:49.972Z""}"
"YsT5qmMGAqhT97Glm0Ume","Y8RpJtbwud","Unknown Survey","voice-vapi","Anonymous","6/25/2025","10:30:28 PM","Question 1: my sophomore | Question 2: computer science","","{""callId"":""5638a029-8cd8-4db0-9849-06eb0d686cba"",""originalAnswerCount"":2,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. This is Bob calling to conduct a brief survey about Survey College. Should only take a few minutes of your time. Are you available to answer a few questions?\nUser: Yes. Sure.\nAssistant: Great. To start, what is your current year of study? Are you a freshman, sophomore, junior, senior, or a graduate student?\nUser: Um, my sophomore.\nAssistant: Thanks for sharing that. What is your major at the college?\nUser: Uh, I'm in computer science.\nAssistant: Computer science is a fascinating field. How satisfied are you with the quality of teaching? At this college?\nUser: Not that\nUser: satisfied.\nAssistant: Goodbye."",""provider"":""vapi"",""validatedAnswerCount"":2,""hasStructuredAnswers"":true,""timestamp"":""2025-06-26T02:30:28.585Z""}"
"mlBCdDvlAxkQCVrnjtQ-X","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/25/2025","10:28:46 PM","Question 1: Uh, I think it's pretty good. It helped me","","{""callId"":""e0d668b0-fc1c-4b6a-885e-d37794f60a20"",""originalAnswerCount"":1,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Is Bob calling to conduct a brief survey about Bob. This this should only take a few minutes of your time. Um, are you available to answer a few questions?\nUser: Yeah. Sure.\nAssistant: Great. Thank you. Let's get started. What is your overall opinion of Bob?\nUser: Uh, I think it's pretty good. It helped me"",""provider"":""vapi"",""validatedAnswerCount"":1,""hasStructuredAnswers"":true,""timestamp"":""2025-06-26T02:28:46.679Z""}"
"jtO3D_f_h9CKAgsQq5vOt","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/25/2025","10:23:40 PM","Question 1: He's pretty good. I like it.","","{""callId"":""c5822b5f-9215-4a8c-94b0-657128c51ab4"",""originalAnswerCount"":1,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Is Bob calling to conduct a brief survey about Bob. This this should only take a few minutes of your time. Um, are you available to answer a few questions?\nUser: Yes.\nAssistant: Great. Thank you. Um, to start, what is your overall opinion of Bob?\nUser: He's pretty good.\nUser: I like it."",""provider"":""vapi"",""validatedAnswerCount"":1,""hasStructuredAnswers"":true,""timestamp"":""2025-06-26T02:23:40.762Z""}"
"rkOoj-wtPOPQOxV4QT7LX","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/25/2025","10:17:44 PM","Question 1: She's bad","","{""callId"":""8a7e3edb-d0f1-4fef-ad24-5462a672252b"",""originalAnswerCount"":1,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Is Bob calling to conduct a brief survey about Bob. This this should only take a few minutes of your time. Um, are you available to answer a few questions?\nUser: Yes.\nAssistant: Great. To start, what is your overall opinion of Bob?\nUser: She's bad.\nAssistant: Thank you for sharing your opinion. That concludes our survey. You for participating in our survey. Uh, your responses are valuable to us. Have a great day. I will end the call now."",""provider"":""vapi"",""validatedAnswerCount"":1,""hasStructuredAnswers"":true,""timestamp"":""2025-06-26T02:17:44.540Z""}"
"NBbCCd4Vs5kHxYALTCfVC","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/25/2025","10:13:41 PM","Question 1: No response given","","{""callId"":""4eb2cb46-ed36-4f98-89cc-405ffc242d0f"",""originalAnswerCount"":1,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Is Bob calling to conduct a brief survey about Bob. This this should only take a few minutes of your time. Um, are you available to answer a few questions?\nUser: Who exactly is this? Why are you calling me?\nAssistant: I'm Bob, a survey assistant. Conducting a short survey regarding Bob. I'm reaching out to um, to gather your opinions. To help improve our services, It will only take a few minutes with just 1 question. Would you be willing to participate?"",""provider"":""vapi"",""validatedAnswerCount"":1,""hasStructuredAnswers"":true,""timestamp"":""2025-06-26T02:13:41.414Z""}"
"CQLX363bbs7fMlhTC8Q8I","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/25/2025","10:08:54 PM","Question 1: I think, uh, he's pretty good. Uh, he's helping","","{""callId"":""7d809614-897d-471b-a908-6aaf36e23fd6"",""originalAnswerCount"":1,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Is Bob calling to conduct a brief survey about Bob. This this should only take a few minutes of your time. Um, are you available to answer a few questions?\nUser: Sure.\nAssistant: Great. Thank you. To start, what is your overall opinion of Bob?\nUser: I think, uh, he's pretty good.\nUser: Uh, he's helping\nAssistant: Goodbye."",""provider"":""vapi"",""validatedAnswerCount"":1,""hasStructuredAnswers"":true,""timestamp"":""2025-06-26T02:08:54.252Z""}"
"zf9lPSeDZtDPY3YgSfnV6","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/25/2025","10:04:48 PM","Question 1: He is pretty good. He helped me a lot.","","{""callId"":""68ab9f37-f96d-41d2-9a32-a2316a72d319"",""originalAnswerCount"":1,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Is Bob calling to conduct a brief survey about Bob. This this should only take a few minutes of your time. Um, are you available to answer a few questions?\nUser: Yes.\nAssistant: Great. To start, what is your overall opinion of Bob?\nUser: He is pretty good. He helped me a lot.\nAssistant: You for sharing your opinion. Concludes our survey. Thank you for participating in in our survey. Um, your responses are valuable to us. Have a great day. Survey complete. Answers Question. He is pretty good. Goodbye."",""provider"":""vapi"",""validatedAnswerCount"":1,""hasStructuredAnswers"":true,""timestamp"":""2025-06-26T02:04:48.429Z""}"
"tpr1mL9qQrRS8X_Al3POB","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/25/2025","9:57:49 PM","No answers","","{""callId"":""6bda45b0-81ee-4a94-856d-84eca883c443"",""originalAnswerCount"":0,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. This is Bob calling to conduct a brief survey about Bob. This this should only take a few minutes of your time. Um, are you available to answer a few questions?\nUser: Yes.\nAssistant: Great. To start, what is your overall opinion of Bob?"",""provider"":""vapi"",""validatedAnswerCount"":0,""hasStructuredAnswers"":false,""timestamp"":""2025-06-26T01:57:49.860Z""}"
"dOt7uPbGfDZja9RwHmObG","survey-employee-engagement","Employee Engagement Survey","voice-extracted","jessica.taylor@nonprofit.org","6/25/2025","7:46:00 PM","How engaged do you feel at work?: Highly engaged, 9 | What motivates you most?: Challenging projects | How is your work-life balance?: Great, 8 | Suggestions for improvement?: More team events","CAGFPsPKAacjfgVXVh61M9nw6Ah4v1uo1i","{""extractedFrom"":""CAGFPsPKAacjfgVXVh61M9nw6Ah4v1uo1i.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":37}"
"JH5zT13cvIXv3O39Lca2Y","ViJu5-ti32","Unknown Survey","web","Anonymous","6/25/2025","7:45:36 PM","Question 1: ASasASas","",""
"2NXpPS0s9ZGPVoC8MfT51","ViJu5-ti32","Unknown Survey","web","Anonymous","6/25/2025","7:45:16 PM","Question 1: sdfsdfsdfsdf","",""
"ygBYeFhzc6EablJUYDJu3","AZ1lyCCMa2","Unknown Survey","web","Anonymous","6/25/2025","7:29:40 PM","Question 1: sdfsdfsdf","",""
"oy-HcCI6cUHAx0XBllsJG","AZ1lyCCMa2","Unknown Survey","web","Anonymous","6/25/2025","7:29:12 PM","Question 1: 1231231231","",""
"MAdvALh-LvTy_dmfDYSxv","AZ1lyCCMa2","Unknown Survey","web","Anonymous","6/25/2025","7:28:53 PM","Question 1: 1231231231","",""
"IR-xQx3xRon1YBfsRh0U4","LGZtnMBYyh","Unknown Survey","web","Anonymous","6/25/2025","7:12:55 PM","Question 1: dfgdfgdfg","",""
"0SB3cEZXY31UVDeKzKNUI","LGZtnMBYyh","Unknown Survey","web","Anonymous","6/25/2025","7:12:33 PM","Question 1: dfgdfgdfgdfg","",""
"C_A6YNddG47qgLci2556n","LGZtnMBYyh","Unknown Survey","web","Anonymous","6/25/2025","7:12:01 PM","Question 1: dfgdfg","",""
"I0bqipIJHiHHvXq09pAfw","LGZtnMBYyh","Unknown Survey","web","Anonymous","6/25/2025","7:03:49 PM","Question 1: sdfsdfsdf","",""
"ZRwtAx_kUtOEtMnANkLOd","LGZtnMBYyh","Unknown Survey","web","Anonymous","6/25/2025","3:39:46 PM","Question 1: zxZxzxzxzx","",""
"klECG6ZrOMLikP-xvv2cx","LGZtnMBYyh","Unknown Survey","web","Anonymous","6/25/2025","3:32:10 PM","Question 1: asdasda","",""
"2notIcD4UmitdVarvtVft","obPdtHyxJy","Unknown Survey","web","Anonymous","6/25/2025","3:17:03 PM","Question 1: fdfdfdfd","",""
"0IYx4cmwlTuplGA0SuNSm","obPdtHyxJy","Unknown Survey","web","Anonymous","6/25/2025","3:13:27 PM","Question 1: asdasd","",""
"AbF7KkoZoxXZFPzQZPZO3","obPdtHyxJy","Unknown Survey","web","Anonymous","6/25/2025","3:07:38 PM","Question 1: dfdfd","",""
"OBuDS-rFdkWIhGNFb72I5","obPdtHyxJy","Unknown Survey","web","Anonymous","6/25/2025","3:01:08 PM","Question 1: dfdfg","",""
"qzM_HQatOguuB4E0qxoZy","obPdtHyxJy","Unknown Survey","web","Anonymous","6/25/2025","2:49:08 PM","Question 1: ok","",""
"UACURewjuiVmF3ciawN75","obPdtHyxJy","Unknown Survey","web","Anonymous","6/25/2025","2:43:23 PM","Question 1: asdasdas","",""
"WcKMTaz4pVbgaaEeOXt7V","obPdtHyxJy","Unknown Survey","web","Anonymous","6/25/2025","2:39:11 PM","Question 1: ok","",""
"mkZYmJwGCyUhPl6FccZCm","obPdtHyxJy","Unknown Survey","web","Anonymous","6/25/2025","2:33:34 PM","Question 1: ok","",""
"47dH7PecP41Q9Zk3JoIcc","obPdtHyxJy","Unknown Survey","web","Anonymous","6/25/2025","2:31:26 PM","Question 1: ok","",""
"EGqHT4l33SOz7wpdSvTnC","_qXNuU3t1A","Unknown Survey","web","Anonymous","6/25/2025","2:19:36 PM","Question 1: ok","",""
"OrUaRbOzqMXCUYIeziwY4","eo15_0vVQm","Unknown Survey","web","Anonymous","6/25/2025","2:10:50 PM","Question 1: ok","",""
"Ffk5kcmMBTsm5aadRRARY","survey-customer-satisfaction","Customer Satisfaction Survey","text","alex.jones@consulting.biz","6/25/2025","8:14:00 AM","How satisfied are you with our service?: Good overall experience | What can we improve?: Faster response times needed | Would you recommend us to others?: Yes, likely to recommend | Any additional comments?: Professional team","",""
"c9uWRe7MjgKzxbvZAGcAl","survey-product-feedback","Product Feedback Survey","anonymous","Anonymous","6/24/2025","3:22:00 PM","How easy was it to use our product?: Good functionality | What features do you use most?: Basic features work | What features are missing?: More advanced features | Overall rating: Does what we","",""
"mHDEokC_B7ZPbJ4XOD4u1","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/24/2025","11:08:39 AM","Question 1: I think it's pretty good. You've helped me a lot over the years.","","{""callId"":""32f0ab40-6a98-4d55-a8d5-b28ae74589a8"",""originalAnswerCount"":1,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Thank you for participating in our survey about Bob. This will only take a few minutes. Let's get started.\nUser: Okay.\nAssistant: Great. So what is your overall opinion of Bob?\nUser: I think it's pretty good. You've helped me a lot over the years.\nAssistant: Thank you for sharing that. Thank you for completing our survey. Have a great day. Survey complete, Walsh answers the question. I think it's pretty good. Helped me a lot over the years. Goodbye."",""provider"":""vapi"",""validatedAnswerCount"":1,""hasStructuredAnswers"":true,""timestamp"":""2025-06-24T15:08:39.106Z""}"
"tdYKVrTX1AV8utOYQq15Y","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/24/2025","11:02:36 AM","No answers","","{""callId"":""6c5a6a79-5558-4434-a42f-26ad17d5852f"",""originalAnswerCount"":0,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Thank you for participating in our survey about Bob. This will only take a few minutes. Let's get started.\nUser: Okay.\nAssistant: Great. So what is your overall opinion about\nUser: I think it's pretty good. He's helped me a lot. In the upcoming years, and I think he should definitely promote it to being the best Bob out there.\nAssistant: Thank you so much for your response. That's all I needed today. Thank you for completing our survey. Have a great day. Survey complete answers on question. Think it's pretty good. He's helped me a lot in the upcoming years and I think he should definitely promote it to being the best Bob. Out there. Goodbye."",""provider"":""vapi"",""validatedAnswerCount"":0,""hasStructuredAnswers"":false,""timestamp"":""2025-06-24T15:02:36.425Z""}"
"4lGR50kNpuWGXpq_NLNCC","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/24/2025","10:53:19 AM","No answers","","{""callId"":""18c4468c-fde6-4d10-80c4-f6b430e48eaa"",""originalAnswerCount"":0,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Thank you for participating in our survey about Bob. This will only take a few minutes. Let's get started.\nUser: Okay.\nAssistant: Great. What is your overall opinion of Bob?\nUser: I think he's pretty good. He's helped me a lot over the years, and I think he is definitely the best Bob out there.\nAssistant: Got it. Thank you for sharing your thoughts. Thank you for completing our survey. Have a great day. Just a sec. Survey complete answers and question\nAssistant: I think he's pretty good. He's helped me a lot over the years, and I think he is definitely the best Bob out there."",""provider"":""vapi"",""validatedAnswerCount"":0,""hasStructuredAnswers"":false,""timestamp"":""2025-06-24T14:53:19.525Z""}"
"wr9Exr7zcLc7ucU69KCQH","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/24/2025","10:50:58 AM","No answers","","{""callId"":""2f5c7f10-a8b9-41ff-8cb4-9046241af07e"",""originalAnswerCount"":0,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Thank you for participating in our survey about Bob. This will only take a few minutes. Let's get started.\nUser: Okay.\nAssistant: Great. What is your overall ascenia of Bob?\nUser: He's pretty good.\nAssistant: Hold on a sec.\nAssistant: Thank you for completing our survey. Have a great day.\nUser: Okay.\nAssistant: Survey complete and answers as question. Pretty good.\nUser: I'm sorry. Who is this?\nAssistant: Thank you for completing our survey. Have a great day."",""provider"":""vapi"",""validatedAnswerCount"":0,""hasStructuredAnswers"":false,""timestamp"":""2025-06-24T14:50:58.847Z""}"
"Mto1TKobaVsG4aVF5PB0N","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/24/2025","10:42:31 AM","Question 1: Pretty good, I would say. | Question 2: Yes. | Question 3: Yes.","","{""callId"":""b4154a2c-d8cc-42fd-ac02-17af12fe8d92"",""originalAnswerCount"":3,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Thank you for participating in our survey about Bob. This will only take a few minutes. Let's get started.\nUser: Okay.\nAssistant: Great. Here's the question. What is your overall opinion of Bob?\nUser: Pretty good, I would say.\nAssistant: Thank you. Just to confirm, your overall opinion of Bob is pretty good.\nUser: Yes.\nAssistant: Thanks for sharing. Just to confirm your overall opinion of Bob is that it's pretty good.\nUser: Yes.\nAssistant: Survey complete answers. That's question 1. Pretty good, I would say. Thank you for completing our survey. Have a great day. Give me a moment."",""provider"":""vapi"",""validatedAnswerCount"":3,""hasStructuredAnswers"":true,""timestamp"":""2025-06-24T14:42:31.828Z""}"
"KBTEQfCEi51AU0MRNz8wp","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/24/2025","10:06:17 AM","Question 1: He's pretty good.","","{""callId"":""647b776e-f5e7-4dd9-8325-cbc66e04ee0d"",""originalAnswerCount"":1,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Thank you for participating in our survey about Bob. This will only take a few minutes. Let's get started.\nUser: Okay.\nAssistant: Great. So what is your overall opinion of Bob?\nUser: He's pretty good.\nAssistant: Got it. Thank you. Survey completed answers. On question 1, he's pretty good. Thank you for completing our survey. Have a great day."",""provider"":""vapi"",""validatedAnswerCount"":1,""hasStructuredAnswers"":true,""timestamp"":""2025-06-24T14:06:17.076Z""}"
"cKrMdafqbRG3cT9jeZ2mp","_lvsJKRnXm","Unknown Survey","voice-vapi","Anonymous","6/24/2025","9:59:15 AM","Question NaN: It's pretty good.","","{""callId"":""dc83968b-1d21-4b50-9ec3-78d418ec30f1"",""originalAnswerCount"":1,""phoneNumber"":""+14375569983"",""transcript"":""Assistant: Hello. Thank you for participating in our survey about Bob. This will only take a few minutes. Let's get started.\nUser: Okay.\nAssistant: Great. First question, what is your overall opinion of Bob?\nUser: It's pretty good.\nAssistant: Got it. Thank you for sharing. Survey complete and answers to the question 1, it's pretty good. Thank you for completing our survey. Have a great day."",""provider"":""vapi"",""validatedAnswerCount"":1,""hasStructuredAnswers"":true,""timestamp"":""2025-06-24T13:59:15.732Z""}"
"SUKkfaRQdI2b33RKecouh","survey-employee-engagement","Employee Engagement Survey","text","emily.davis@startup.io","6/24/2025","3:20:00 AM","How engaged do you feel at work?: Highly engaged at work | What motivates you most?: Meaningful projects | How is your work-life balance?: Great flexibility | Suggestions for improvement?: Continue current practices","",""
"GgP55d3nJW8WsJKVnbC0Q","survey-market-research","Market Research Survey","text","david.wilson@enterprise.com","6/23/2025","10:28:00 PM","Which brands do you prefer?: Nike, Adidas, Under Armour | How often do you shop online?: Almost daily | What influences your buying decisions?: Brand reputation and quality | Price sensitivity rating: Somewhat price sensitive","",""
"ONTVxWhpzLP6ozR3f3gPL","survey-customer-satisfaction","Customer Satisfaction Survey","text","john.doe@email.com","6/23/2025","5:19:00 PM","How satisfied are you with our service?: Excellent service, very happy with everything | What can we improve?: Could improve website navigation | Would you recommend us to others?: Yes, I recommend to everyone | Any additional comments?: Thank you for great support","",""
"LEDwjqYLMV-HP4C9mMH_B","survey-product-feedback","Product Feedback Survey","text","amanda.garcia@design.studio","6/23/2025","2:44:00 PM","How easy was it to use our product?: Intuitive design | What features do you use most?: Reporting capabilities | What features are missing?: Mobile app improvements | Overall rating: Solid product","",""
"wN5cGVhciOp26wrzyQZ0c","_lvsJKRnXm","Unknown Survey","web","Anonymous","6/23/2025","8:24:17 AM","Question 1: 6","",""
"je5OYyqOrUuYyiQi2Rz8O","survey-customer-satisfaction","Customer Satisfaction Survey","voice-extracted","ryan.miller@tech.co","6/23/2025","1:54:00 AM","How satisfied are you with our service?: Very satisfied, 8 out of 10 | What can we improve?: Maybe improve response time | Would you recommend us to others?: Yes, definitely | Any additional comments?: Great service overall","CAi4kROsEdouVVSnCM6PLiz3fbPg8Km7yM","{""extractedFrom"":""CAi4kROsEdouVVSnCM6PLiz3fbPg8Km7yM.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":32}"
"fYq7jp_X2CYo39Snhh5s6","survey-customer-satisfaction","Customer Satisfaction Survey","text","david.wilson@enterprise.com","6/22/2025","11:13:00 PM","How satisfied are you with our service?: Very professional service | What can we improve?: Nothing major to improve | Would you recommend us to others?: Absolutely recommend | Any additional comments?: Excellent experience","",""
"76wc9TyZ3v5hupxLcUKfs","survey-event-feedback","Event Feedback Survey","voice-extracted","lisa.brown@agency.net","6/22/2025","10:54:00 PM","How was the overall event experience?: Amazing, 10 | Which session did you enjoy most?: Technical workshop | How was the venue?: Perfect venue, 9 | Would you attend future events?: Absolutely","CApoF3AOgPxtxrzopYbmZRarR8kwXXtZcD","{""extractedFrom"":""CApoF3AOgPxtxrzopYbmZRarR8kwXXtZcD.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":78}"
"M5qpme8Hczn3S5Lgz9C6K","survey-product-feedback","Product Feedback Survey","anonymous","Anonymous","6/22/2025","7:28:00 PM","How easy was it to use our product?: Excellent user experience | What features do you use most?: All features are | What features are missing?: Nothing missing | Overall rating: Perfect for our","",""
"5a6PmlSeOplBP_oSnB8cg","survey-market-research","Market Research Survey","text","ryan.miller@tech.co","6/22/2025","6:53:00 PM","Which brands do you prefer?: Amazon, Walmart, Target | How often do you shop online?: Weekly shopping trips | What influences your buying decisions?: Convenience and price | Price sensitivity rating: Very price sensitive","",""
"TZ6Si5q7n9shAeoe7lWch","_lvsJKRnXm","Unknown Survey","unknown","Anonymous","6/22/2025","2:24:07 PM","Question 1: 5","",""
"d6M1xTHLdFsvyYpuKUqH1","survey-product-feedback","Product Feedback Survey","text","david.wilson@enterprise.com","6/22/2025","9:24:00 AM","How easy was it to use our product?: Good functionality | What features do you use most?: Basic features work well | What features are missing?: More advanced features | Overall rating: Does what we need","",""
"DeB38erzueb-0mCYKbdea","survey-market-research","Market Research Survey","text","mike.johnson@business.org","6/21/2025","3:30:00 PM","Which brands do you prefer?: Amazon, Walmart, Target | How often do you shop online?: Weekly shopping trips | What influences your buying decisions?: Convenience and price | Price sensitivity rating: Very price sensitive","",""
"uVy4Y4_sXeO3H8mTKYrdM","survey-market-research","Market Research Survey","text","ryan.miller@tech.co","6/21/2025","3:13:00 AM","Which brands do you prefer?: Nike, Adidas, Under Armour | How often do you shop online?: Almost daily | What influences your buying decisions?: Brand reputation and quality | Price sensitivity rating: Somewhat price sensitive","",""
"W4zgBQUF8lBEti7bxmUpH","survey-customer-satisfaction","Customer Satisfaction Survey","anonymous","Anonymous","6/21/2025","12:08:00 AM","How satisfied are you with our service?: Very professional service | What can we improve?: Nothing major to | Would you recommend us to others?: Absolutely recommend | Any additional comments?: Excellent experience","",""
"XebcmcU5BTZU30xwpm17-","E5Ck53ujfc","Unknown Survey","unknown","Anonymous","6/20/2025","5:55:47 AM","Question 1: Yes boy ","",""
"xSrP6Hnj_0dXEY_AoqTqU","sWGMi4CT_V","Unknown Survey","unknown","Anonymous","6/20/2025","5:54:42 AM","Question 1: good ","",""
"5rvcuujgNMZrHeoe48jUJ","gsxR0E4K5D","Unknown Survey","unknown","Anonymous","6/20/2025","4:13:53 AM","Question 1: 3 | Question 2: 3 | Question 3: Ease of use | Question 4: nothing | Question 5: Professional use | Question 6: Weekly","",""
"asEz698rVTo8Umib28wKO","survey-customer-satisfaction","Customer Satisfaction Survey","voice-extracted","Anonymous","6/20/2025","3:44:00 AM","How satisfied are you with our service?: Very satisfied, 8 out of 10 | What can we improve?: Maybe improve response time | Would you recommend us to others?: Yes, definitely | Any additional comments?: Great service overall","CAGNSNCDG8Xr7AQiuPEfcGOtEjO1rB1Vrr","{""extractedFrom"":""CAGNSNCDG8Xr7AQiuPEfcGOtEjO1rB1Vrr.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":113}"
"-197j2O3nkla8fD7CqDVQ","survey-customer-satisfaction","Customer Satisfaction Survey","text","john.doe@email.com","6/19/2025","8:50:00 PM","How satisfied are you with our service?: Excellent service, very happy with everything | What can we improve?: Could improve website navigation | Would you recommend us to others?: Yes, I recommend to everyone | Any additional comments?: Thank you for great support","",""
"mydNDLPdysl-SkgtjAlks","survey-employee-engagement","Employee Engagement Survey","anonymous","Anonymous","6/19/2025","6:02:00 PM","How engaged do you feel at work?: Extremely engaged | What motivates you most?: Company culture and | How is your work-life balance?: Perfect balance | Suggestions for improvement?: No suggestions, everything","",""
"obHykQXb9oD2ko7RhQnbO","survey-event-feedback","Event Feedback Survey","anonymous","Anonymous","6/19/2025","6:30:00 AM","How was the overall event experience?: Outstanding event, very | Which session did you enjoy most?: The main keynote | How was the venue?: Perfect venue and | Would you attend future events?: Definitely attending future","",""
"88phXFipBhpTbVOmX1Ibz","survey-product-feedback","Product Feedback Survey","voice-extracted","Anonymous","6/19/2025","5:20:00 AM","How easy was it to use our product?: Very intuitive, 8 | What features do you use most?: User management | What features are missing?: Advanced filtering | Overall rating: 8","CADqWiUQHNMQYTNxvUivASeye4Xjajs3pJ","{""extractedFrom"":""CADqWiUQHNMQYTNxvUivASeye4Xjajs3pJ.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":169}"
"rdGSY3FZ1NuLp4t0hr9ZY","survey-customer-satisfaction","Customer Satisfaction Survey","anonymous","Anonymous","6/18/2025","3:47:00 PM","How satisfied are you with our service?: Satisfied with the | What can we improve?: Better mobile experience | Would you recommend us to others?: Definitely recommend | Any additional comments?: Keep improving","",""
"YLtnVCXp46GpEpcsEUJi1","survey-market-research","Market Research Survey","voice-extracted","john.doe@email.com","6/16/2025","8:09:00 PM","Which brands do you prefer?: Nike and Adidas | How often do you shop online?: Daily | What influences your buying decisions?: Price and brand | Price sensitivity rating: 8","CAmPTvipKPC9yvA62t330AmDFI7870U63w","{""extractedFrom"":""CAmPTvipKPC9yvA62t330AmDFI7870U63w.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":113}"
"pij2dSNmlZ_IlkWHaofMH","survey-event-feedback","Event Feedback Survey","anonymous","Anonymous","6/15/2025","5:04:00 PM","How was the overall event experience?: Outstanding event, very | Which session did you enjoy most?: The main keynote | How was the venue?: Perfect venue and | Would you attend future events?: Definitely attending future","",""
"QeeBEdJ3pLoL53oNOJ_E9","survey-market-research","Market Research Survey","text","ryan.miller@tech.co","6/15/2025","8:43:00 AM","Which brands do you prefer?: Amazon, Walmart, Target | How often do you shop online?: Weekly shopping trips | What influences your buying decisions?: Convenience and price | Price sensitivity rating: Very price sensitive","",""
"qs-zbaqqPCIIGz9sLhCvK","survey-event-feedback","Event Feedback Survey","text","alex.jones@consulting.biz","6/14/2025","9:32:00 PM","How was the overall event experience?: Great learning experience | Which session did you enjoy most?: Interactive sessions | How was the venue?: Excellent venue choice | Would you attend future events?: Yes, planning to attend","",""
"UKt7Ep-sIyYRqRwyL0RN8","survey-customer-satisfaction","Customer Satisfaction Survey","text","sarah.smith@company.com","6/13/2025","2:03:00 PM","How satisfied are you with our service?: Above average service | What can we improve?: More payment options | Would you recommend us to others?: Would recommend | Any additional comments?: Good value for money","",""
"ny_-h3mzirYpTyH-_Lfia","survey-market-research","Market Research Survey","text","emily.davis@startup.io","6/13/2025","9:26:00 AM","Which brands do you prefer?: Premium luxury brands | How often do you shop online?: Occasional purchases | What influences your buying decisions?: Quality and exclusivity | Price sensitivity rating: Not price sensitive","",""
"DYB-bdrnzZWT7BCBeJXDj","survey-customer-satisfaction","Customer Satisfaction Survey","anonymous","Anonymous","6/13/2025","6:13:00 AM","How satisfied are you with our service?: Above average service | What can we improve?: More payment options | Would you recommend us to others?: Would recommend | Any additional comments?: Good value for","",""
"W2ujgaLXYt6TOkz9MRVeb","survey-event-feedback","Event Feedback Survey","voice-extracted","lisa.brown@agency.net","6/12/2025","12:09:00 AM","How was the overall event experience?: Amazing, 10 | Which session did you enjoy most?: Technical workshop | How was the venue?: Perfect venue, 9 | Would you attend future events?: Absolutely","CAe5G6l3b9ohhty3U0bCItDZhuKOB5rNQ8","{""extractedFrom"":""CAe5G6l3b9ohhty3U0bCItDZhuKOB5rNQ8.json"",""questionCount"":4,""extractedAnswers"":4,""duration"":75}"
